\FILE_NAME,\STAR_ID,\DATA_CATEGORY,\NUMBER_OF_POINTS,\TIME_REFERENCE_FRAME,\MINIMUM_DATE,\DATE_UNITS,\MAXIMUM_DATE,\MINIMUM_VALUE,\VALUE_UNITS,\MAXIMUM_VALUE,\REFERENCE,\BIBCODE,\TELESCOPE,\INSTRUMENT,\WAVELENGTH_CALIBRATION_TECHNIQUE,\OBSERVATORY_SITE,\COLUMN_FCJD,\COLUMN_RADIAL_VELOCITY
APGS_M107_054_RV.tbl,NMD1-0763-0323987,Planet Radial Velocity Curve,23,FCJD,2455640.983414,days,2456106.710625,-132.856,m/s,102.339,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD68988_092_RV.tbl,2MASS J08244638+6055562,Planet Radial Velocity Curve,39,FCJD,2454782.949317,days,2455522.982975,-516.118,m/s,773.254,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
WASP-1_013_RV.tbl,2MASS J00223456+3211254,Planet Radial Velocity Curve,28,FCJD,2454777.601146,days,2455543.640336,-214.936,m/s,189.934,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD43691_051_RV.tbl,2MASS J06243977+4142233,Planet Radial Velocity Curve,33,FCJD,2454779.801817,days,2455550.880475,-11808.956,m/s,31654.297,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_057_RV.tbl,2MASS J04390330+1833013,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-200.682,m/s,326.221,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_096_RV.tbl,2MASS J06410926+3207523,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-166.249,m/s,76.630,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_060_RV.tbl,2MASS J07093344+0625341,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-2190.973,m/s,1868.248,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_014_RV.tbl,2MASS J11001148+3943242,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-1495.047,m/s,621.698,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_079_RV.tbl,2MASS J19340366+4919057,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-1935.094,m/s,1857.485,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_082_RV.tbl,2MASS J19391536+4530461,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-14888.083,m/s,35634.543,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_049_RV.tbl,2MASS J13113136+1619267,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-299.839,m/s,314.159,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_023_RV.tbl,2MASS J19473448+5036248,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-82.348,m/s,162.201,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_080_RV.tbl,2MASS J22532848+2131483,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-4405.891,m/s,3481.607,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_030_RV.tbl,2MASS J03011850+7114300,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-1492.611,m/s,1061.535,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_114_RV.tbl,2MASS J10555108+4126328,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-200.093,m/s,187.089,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_041_RV.tbl,TYC 1984-01450-1,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-164.809,m/s,109.455,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_104_RV.tbl,2MASS J19404868+3831103,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-6527.779,m/s,3952.450,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_120+00_079_RV.tbl,2MASS J00343366+6254117,Planet Radial Velocity Curve,34,FCJD,2455846.596250,days,2455848.622222,-186.253,m/s,158.982,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_082_RV.tbl,2MASS J06325513+0523481,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-328.360,m/s,425.460,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_110_RV.tbl,2MASS J07455031+5006443,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-364.159,m/s,336.348,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_N2420_089_RV.tbl,2MASS J07405916+2144022,Planet Radial Velocity Curve,27,FCJD,2455575.847975,days,2456022.606678,-221.409,m/s,281.832,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_004_RV.tbl,2MASS J19402800+4020396,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-157.717,m/s,273.850,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_076_RV.tbl,UCAC-183-111301,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-263.825,m/s,342.180,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_024_RV.tbl,2MASS J01333318+6939123,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-86.976,m/s,82.042,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_067_RV.tbl,2MASS J09230920+5144323,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-279.020,m/s,186.883,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_050_RV.tbl,2MASS J05370658+0524160,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-1083.472,m/s,1021.850,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_010_RV.tbl,2MASS J07511547+4952103,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-458.240,m/s,523.300,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_052_RV.tbl,2MASS J06460405+4146306,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-2558.740,m/s,18677.910,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M107_029_RV.tbl,NMD1-0767-0370556,Planet Radial Velocity Curve,23,FCJD,2455640.983414,days,2456106.710625,-143.259,m/s,265.663,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_092_RV.tbl,2MASS J19464896+4246167,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-101.842,m/s,151.135,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_075_RV.tbl,2MASS J19340637+4042531,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-237.155,m/s,154.408,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_007_RV.tbl,UCAC-179-119488,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-425.892,m/s,870.089,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_086_RV.tbl,2MASS J18481919+4336137,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-109.225,m/s,115.614,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_021_RV.tbl,2MASS J05431875+0513144,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-2460.526,m/s,2133.108,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_016_RV.tbl,2MASS J09293089+5057528,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-7579.734,m/s,7863.161,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_061_RV.tbl,2MASS J07471425+5006084,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-12692.131,m/s,19687.367,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M107_058_RV.tbl,NMD1-0766-0345616,Planet Radial Velocity Curve,23,FCJD,2455640.983414,days,2456106.710625,-770.678,m/s,1765.454,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_023_RV.tbl,2MASS J06534652+4105075,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-222.099,m/s,107.941,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_030_RV.tbl,2MASS J11431000+2550255,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-203.073,m/s,304.962,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_107_RV.tbl,UCAC-183-111408,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-234.749,m/s,227.658,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_116_RV.tbl,2MASS J09244725+5010219,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-53364.988,m/s,11397.812,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_052_RV.tbl,2MASS J19511612+5015261,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-1964.729,m/s,26978.254,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_038_RV.tbl,2MASS J13135193+1619226,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-151.263,m/s,151.778,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_085_RV.tbl,NMD1-0827-0316960,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-355.295,m/s,380.119,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_041_RV.tbl,2MASS J02523151+7149160,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-8528.042,m/s,10528.874,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_108_RV.tbl,TYC 3547-00194-1,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-72.820,m/s,67.404,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_111_RV.tbl,2MASS J07132565+0725431,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-264.570,m/s,272.742,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_026_RV.tbl,2MASS J04481747+1844342,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-106.048,m/s,79.988,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_065_RV.tbl,2MASS J10542190+4127044,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-336.401,m/s,333.456,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_011_RV.tbl,2MASS J07152432+0519311,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-1481.418,m/s,613.736,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_008_RV.tbl,2MASS J19274981+4931045,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-97.583,m/s,169.329,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
